dg_id,player_name,country,event_name,current_round,dk_id,dk_salary,fd_id,fd_salary,yh_id,yh_salary,early_late,last_updated,primary_tour,datagolf_rank,owgr_rank,dg_skill_estimate,make_cut_baseline,top_10_baseline,top_20_baseline,top_5_baseline,win_baseline,baseline_pred,timing_adjustment,age_adjustment,strokes_gained_category_adjustment,course_experience_adjustment,course_history_adjustment,total_course_history_adjustment,total_fit_adjustment,driving_accuracy_adjustment,driving_distance_adjustment,other_fit_adjustment,final_pred,bet365
7602,"Stadler, Kevin",USA,Fortinet Championship,1,19187059,6000,64033-79626,7000,golf.p.5630,20.0,0,2021-09-15 16:44:17 UTC,,,,,0.100075,0.0005,0.002175,7.5e-05,2.5e-05,-2.55528911271881,-0.0128498162256956,-0.0311111212957762,-0.038661794161980005,-0.027999999999999997,-0.0288397783372446,-0.0568397783372446,0.0887630132871563,-0.0017715517938794,-0.0174583106333213,0.10799287571435699,-2.6059886094523503,1501.0
12359,"Stallings, Scott",USA,Fortinet Championship,1,19186975,6900,64033-78839,8500,golf.p.9183,20.0,1,2021-09-15 16:44:17 UTC,PGA,132.0,224.0,0.0458660258789373,0.5061,0.063525,0.13675,0.02855,0.004225,0.0340582961060124,0.0114844635036958,-0.013096892469133998,-0.0234074527497311,0.02,-0.0317920027528688,-0.0117920027528688,-0.00717774182169016,-0.009062733876939809,0.0021161525423499103,-0.00023116048710026098,-0.009931330183715871,201.0
12069,"Stanley, Kyle",USA,Fortinet Championship,1,19186985,6700,64033-78841,9000,golf.p.9033,22.0,1,2021-09-15 16:44:17 UTC,PGA,129.0,216.0,0.0703159396289865,0.544475,0.084875,0.174,0.0413,0.006875,0.058424820526678,0.0141925659177299,-0.0037992259779638,0.11953881143178399,-0.004,0.008253494462023241,0.00425349446202324,0.024016521191026374,0.0351012561392958,-0.004697899209883429,-0.0063868357383859995,0.21662698755127802,161.0
11019,"Steele, Brendan",USA,Fortinet Championship,1,19186945,7400,64033-78843,9200,golf.p.9555,33.0,0,2021-09-15 16:44:17 UTC,PGA,146.0,118.0,-0.0143805546530743,0.4909,0.0562,0.12385,0.025675,0.0036,-0.0267437125027258,-0.00318325833558115,-0.0200701423375117,-0.0960263317899944,0.128,0.10354972664670299,0.231549726646703,0.01970783693769116,0.0104374831405053,0.00563802652462637,0.00363232727255949,0.105234118618581,101.0
17511,"Straka, Sepp",AUT,Fortinet Championship,1,19186940,7600,64033-80579,9400,golf.p.13928,28.0,1,2021-09-15 16:44:17 UTC,PGA,120.0,153.0,0.11715819161948302,0.5135,0.0712,0.147775,0.03445,0.005575,0.10460086216042301,0.0157220301927473,0.0150866590822258,-0.0950638183465394,0.02,0.0327010856409142,0.0527010856409142,-0.0029050013011210707,-0.0101889294482883,0.0132774160115557,-0.00599348786438847,0.0901418174286499,81.0
9604,"Stroud, Chris",USA,Fortinet Championship,1,19187054,6000,64033-78859,7000,golf.p.7297,20.0,1,2021-09-15 16:44:17 UTC,,,,,0.284225,0.012225,0.0336,0.004325,0.0005,-1.07024481392871,-0.0103256511085119,-0.0241378714273988,-0.0626914372146755,0.044000000000000004,-0.0713563361460874,-0.0273563361460874,0.020802169379583,-0.0120535879545401,-0.0142787877077556,0.0471345450418787,-1.1739539404458,601.0
13022,"Stuard, Brian",USA,Fortinet Championship,1,19186938,7600,64033-78862,9500,golf.p.9664,23.0,0,2021-09-15 16:44:17 UTC,PGA,114.0,202.0,0.139724927658087,0.478825,0.050125,0.114425,0.02185,0.003025,0.12632404556039198,-0.018412512020581,-0.021232350648908,-0.27380908121169,0.08,0.0332246582694406,0.113224658269441,0.009734280485328126,0.0510392525106414,-0.0385772527324491,-0.00272771929286417,-0.0641709595660171,111.0
22050,"Suh, Justin",USA,Fortinet Championship,1,19209935,6400,64033-78866,7800,golf.p.20979,20.0,1,2021-09-15 16:44:17 UTC,PGA,316.0,501.0,-0.734432751587599,0.328025,0.017375,0.045775,0.006525,0.0007,-0.7395131505053579,-0.177841698262625,0.0293237108968303,-0.0286772882603866,-0.04,0.0,-0.04,0.055998943559724394,-0.00657516399595365,0.00835171328507274,0.0542223942706053,-0.9007094825718158,
13997,"Svensson, Adam",CAN,Fortinet Championship,1,19186958,7200,64033-78872,8400,golf.p.14037,28.0,1,2021-09-15 16:44:17 UTC,KFT,111.0,171.0,0.148752481732977,0.534875,0.076875,0.15835,0.036475,0.005875,0.13930438090328698,-0.0125565561981579,0.0174110757050183,0.00227768200266816,-0.016,0.0180002436107136,0.0020002436107136,0.007937418904658232,0.0192214290833781,-0.0093010571839716,-0.00198295299474827,0.156374244928187,176.0
14706,"Swafford, Hudson",USA,Fortinet Championship,1,19186956,7200,64033-78874,8600,golf.p.11161,25.0,0,2021-09-15 16:44:17 UTC,PGA,173.0,126.0,-0.129735582634502,0.503325,0.0638,0.13475,0.0286,0.00435,-0.13785728961928,0.0115351366891588,-0.00467088221151102,0.0423450840834289,0.08,0.0299790118075989,0.10997901180759899,0.029355789864158762,0.00229570598480736,0.0112459899354707,0.0158140939438807,0.0506868506135545,111.0
